objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648704579109023,188.092742659197,0.0105483734637753,19.17008,17.81611,17.23299,16.71327,16.50843,752,301,4,297,325560753446742016,GALAXY,0.04366594,289,51990,639
1237648704579436559,188.75617333937,0.115590701866485,19.12665,17.71632,17.18634,16.96498,16.84687,752,301,4,302,3259607300523976704,STAR,6.108407E-06,2895,54567,462
1237648704580878377,192.138558840463,0.186905087497692,17.18048,15.9805,15.56923,15.43204,15.37778,752,301,4,324,327811452708612096,STAR,-9.205768E-05,291,51928,635
1237648704581730344,193.999762659538,0.117380269127845,18.74307,17.79867,17.49358,17.38617,17.37844,752,301,4,337,328937897019336704,STAR,-4.646723E-05,292,51609,637
1237648704580878484,192.074502809308,0.06520106577342,18.79453,16.86355,15.98425,15.57365,15.22537,752,301,4,324,327647900353980416,GALAXY,0.07165621,291,51928,40
1237648704581730355,194.032765930838,0.0354960944355703,18.81174,18.41747,18.42776,18.37529,18.46878,752,301,4,337,329953297349765120,QSO,0.6511152,293,51689,235
1237648704581730401,193.950442256382,0.131972478213461,19.13401,17.89781,17.31444,16.9615,16.67193,752,301,4,337,328934323606546432,GALAXY,0.04795738,292,51609,624
1237648704579174551,188.128718529852,0.0671720082985328,18.83706,17.17847,16.30482,15.89341,15.55935,752,301,4,298,325559653935114240,GALAXY,0.09125175,289,51990,635
1237648704579174604,188.245406944718,0.107692722516914,19.15889,19.34751,19.84426,20.19694,20.56606,752,301,4,298,3287744352750692352,STAR,-3.053222E-05,2920,54562,424
1237648704577405025,184.102097884192,0.191510916465875,19.5625,18.19113,17.65759,17.47573,17.39203,752,301,4,271,3722374708180656128,STAR,5.466255E-05,3306,54922,544
1237648704581795926,194.11249195548,0.0486499693215948,19.56274,19.1496,19.08107,18.85149,18.82877,752,301,4,338,329952472716044288,QSO,1.61779,293,51689,232
1237648704580878514,192.112246851881,0.041674546481407,18.96904,17.68117,17.08463,16.67639,16.40367,752,301,4,324,327647350598166528,GALAXY,0.07105038,291,51928,38
1237648704581795973,194.187602183359,0.188224918660381,19.47629,17.90995,17.0871,16.52479,16.14867,752,301,4,338,330017893657896960,GALAXY,0.06219848,293,51689,470
1237648704579240065,188.389294407893,0.0322041120468153,17.82247,16.31487,15.7337,15.52116,15.41414,752,301,4,299,3259590258093746176,STAR,0.0002157293,2895,54567,400
1237648704579240072,188.40019736705,0.0623759507584378,17.98082,15.79202,14.9194,14.6188,14.44842,752,301,4,299,3259585585169328128,STAR,-0.0002106047,2895,54567,383
1237648704579436622,188.829718853569,0.170913248262189,18.1284,16.30162,15.70005,15.53994,15.49854,752,301,4,302,3259609499547232256,STAR,1.864027E-05,2895,54567,470
1237648704579436626,188.831708083742,0.10443853014568,18.32051,16.89544,16.36172,16.16441,16.11468,752,301,4,302,3287764143959992320,STAR,-8.072008E-05,2920,54562,496
1237648704579240156,188.358727886278,0.0134390781308468,19.5148,18.1469,17.44056,17.05706,16.76178,752,301,4,299,326620956711741440,GALAXY,0.09203969,290,51941,400
1237648704578977939,187.749630726031,0.0527535920015612,19.1813,17.78183,17.06773,16.68902,16.40639,752,301,4,295,325547559307208704,GALAXY,0.07963099,289,51990,591
1237648704579305481,188.408911509675,0.193242392276244,18.8798,17.29325,16.75477,16.57812,16.48394,752,301,4,300,3259596855163512832,STAR,4.319027E-05,2895,54567,424
1237648704581271765,193.008863607309,0.0684857224382414,19.54446,17.59113,16.7012,16.27882,15.94445,752,301,4,330,329984083675342848,GALAXY,0.08375064,293,51689,347
1237648704581337220,193.097153436008,0.174524430164501,18.9569,17.91306,17.49825,17.18337,17.06676,752,301,4,331,329987382210226176,GALAXY,0.09671753,293,51689,359
1237648704581337223,193.101129386075,0.122005928885635,19.03943,17.74454,17.05459,16.68116,16.45554,752,301,4,331,329986557576505344,GALAXY,0.09721424,293,51689,356
1237648704581337227,193.125215141815,0.0880921035287403,19.38765,18.24457,17.81407,17.52613,17.39755,752,301,4,331,329986282698598400,GALAXY,0.08381993,293,51689,355
1237648704581009569,192.438017333816,0.113327401861422,19.38708,18.4923,18.18142,18.04972,18.01251,752,301,4,326,4333599825037598720,STAR,0.0001444821,3849,55274,40
1237648704582778918,196.397663260419,0.161094202455986,18.38991,18.2598,18.19667,18.00587,17.98064,752,301,4,353,331133078309201920,QSO,1.622166,294,51986,431
1237648704582844431,196.562911420237,0.04244524611455,17.70956,16.55238,16.14866,16.00597,15.95733,752,301,4,354,8394852479913664512,STAR,-5.295987E-05,7456,56727,519
1237651752944861320,198.907997129644,1.77551779688715,18.13391,16.877,16.63439,16.46157,16.38901,1462,301,2,491,591115356660066304,GALAXY,0.03687532,525,52295,65
1237651752944861206,198.876691529518,1.65367583211978,18.54525,16.94063,18.24893,23.57407,22.54327,1462,301,2,491,591102712276346880,STAR,2.844598E-05,525,52295,19
1237651752944730186,198.568736001772,1.73843482312885,19.0007,17.86514,17.21441,16.83751,16.5882,1462,301,2,489,591136247380994048,GALAXY,0.137422,525,52295,141
1237651752944664737,198.401975307351,1.78749241129254,19.31644,17.81097,16.94424,16.46422,16.13091,1462,301,2,488,591138446404249600,GALAXY,0.1125803,525,52295,149
1237651752944533683,198.155161139549,1.71846122472277,19.50868,17.56078,16.5514,16.09785,15.72975,1462,301,2,486,591143669084481536,GALAXY,0.1104257,525,52295,168
1237651752944533539,198.117352353136,1.70089167078298,17.80314,17.05812,16.44379,15.97138,15.80703,1462,301,2,486,591142294694946816,QSO,0.1099922,525,52295,163
1237651752944468174,198.084878534568,1.66911743022939,19.29113,17.4465,16.49109,16.09714,15.80416,1462,301,2,485,591131849334482944,GALAXY,0.09954652,525,52295,125
1237651752947089489,203.994102427198,1.73005631692761,16.52764,15.05349,14.36664,14.01684,13.75841,1462,301,2,525,594511468620179456,GALAXY,0.02291195,528,52022,132
1237651752946958519,203.698653730784,1.57444440105099,18.30182,17.05835,16.43808,16.02529,15.77376,1462,301,2,523,594533458852734976,GALAXY,0.1260533,528,52022,212
1237651752946958353,203.686051679724,1.70509257331301,17.34677,15.50444,14.70617,14.34429,14.06221,1462,301,2,523,594535657875990528,GALAXY,0.0316418,528,52022,220
1237651752946893041,203.623611792534,1.66032916432512,19.41093,17.39494,16.45296,16.03486,15.6793,1462,301,2,522,594534008608548864,GALAXY,0.08569553,528,52022,214
1237651752946696507,203.131717022606,1.54934425279769,18.8581,17.83983,17.63771,17.53951,17.5171,1462,301,2,519,593356986779723776,GALAXY,0.03071718,527,52342,28
1237651752946696210,203.084937298077,1.56687619988797,15.82889,14.31659,13.61915,13.25888,12.96685,1462,301,2,519,594557648108546048,GALAXY,0.0303318,528,52022,300
1237651752946630969,202.996376435591,1.58601732502829,18.20861,16.51463,15.70116,15.29431,14.95793,1462,301,2,518,594552975184128000,GALAXY,0.03096043,528,52022,283
1237651752946630814,203.023254812372,1.59734524613261,15.92779,14.23944,13.56009,13.21814,12.97048,1462,301,2,518,594554074695755776,GALAXY,0.03141882,528,52022,287
1237651752946565230,202.882935046658,1.54488863472505,18.69631,16.74123,15.87241,15.42406,15.08938,1462,301,2,517,594552425428314112,GALAXY,0.07937822,528,52022,281
1237651752946499753,202.669868947967,1.7138523592084,18.71465,16.69756,15.84745,15.43,15.113,1462,301,2,516,593392720907626496,GALAXY,0.0573092,527,52342,158
1237651752946499734,202.646469979658,1.70219370794745,18.5059,17.15228,16.76151,16.52459,16.41328,1462,301,2,516,594555723963197440,GALAXY,0.05656176,528,52022,293
1237651752946434251,202.542511292778,1.63350524035185,19.52482,18.07277,17.40571,17.03331,16.7482,1462,301,2,515,593389697250650112,GALAXY,0.08457639,527,52342,147
1237651752946237537,202.032360396184,1.65203582360689,19.41767,18.36088,17.56728,17.18027,16.88061,1462,301,2,512,593399867733207040,GALAXY,0.1850557,527,52342,184
1237651752946237486,202.073708024711,1.68405930701909,18.8428,18.87681,18.85784,18.50213,18.47326,1462,301,2,512,593399592855300096,QSO,1.820678,527,52342,183
1237651752946171997,201.849980158627,1.56654254175045,19.3855,17.56493,16.66923,16.26547,15.9166,1462,301,2,511,593411412605298688,GALAXY,0.07818966,527,52342,226
1237651752946106572,201.807417704906,1.68177228934759,18.97302,17.89242,17.50915,17.23083,17.1072,1462,301,2,510,593412512116926464,GALAXY,0.1117863,527,52342,230
1237651752946041004,201.604383629541,1.67061474264221,19.52702,18.59358,18.25145,18.11748,18.10893,1462,301,2,509,4510374357655068672,STAR,0.000795052,4006,55328,70
1237651752945910052,201.367372048872,1.71724281465687,19.50955,18.58732,18.2882,18.20721,18.18318,1462,301,2,507,4554401007186976768,STAR,0.0002089857,4045,55622,494
1237651752945909800,201.297768407734,1.64853757566253,18.81733,18.77606,18.44765,18.35745,18.51516,1462,301,2,507,592230811491657728,QSO,1.34308,526,52312,27
1237651752945844392,201.183949887959,1.74901363121322,19.05161,17.15711,16.14764,15.71981,15.36184,1462,301,2,506,592229437102123008,GALAXY,0.1107449,526,52312,22
1237651752945844375,201.150024413308,1.60865658086918,18.75308,17.77881,17.44921,17.04895,17.08813,1462,301,2,506,592228612468402176,GALAXY,0.1060517,526,52312,19
1237651752945778762,201.062856869612,1.61791327317259,17.76807,16.83473,16.58379,16.48235,16.51589,1462,301,2,505,593434227471575040,STAR,0.0003831965,527,52342,309
1237651752945713277,200.863150670444,1.74995405798164,19.22408,17.34683,16.33105,15.82406,15.42999,1462,301,2,504,593437251128551424,GALAXY,0.104655,527,52342,320
1237651752945713265,200.833727370469,1.57275086888355,19.33203,19.23166,19.21315,19.01982,18.79346,1462,301,2,504,592239057828866048,QSO,0.7086858,526,52312,57
1237651752945647718,200.702855931967,1.59470208123792,19.22928,17.56716,16.69351,16.24119,15.92295,1462,301,2,503,593433952593668096,GALAXY,0.09361897,527,52342,308
1237651752945516813,200.451620094179,1.69364398300511,19.29292,17.31554,16.28488,15.85654,15.5198,1462,301,2,501,592256100259096576,GALAXY,0.1374875,526,52312,119
1237651752945516690,200.477501805472,1.68188974835229,17.97994,17.73311,18.04731,18.60013,18.24364,1462,301,2,501,592251427334678528,STAR,-0.0001425737,526,52312,102
1237651752945385710,200.122780734559,1.747634761931,18.57209,17.37135,16.94832,16.69882,16.57641,1462,301,2,499,592270119032350720,GALAXY,0.05677273,526,52312,170
1237651752945385670,200.184120444078,1.73880744209601,18.73247,16.96721,16.12494,15.73558,15.36835,1462,301,2,499,592267920009095168,GALAXY,0.09920546,526,52312,162
1237651752945254529,199.846825250926,1.58185583593951,18.53931,17.45337,16.9757,16.59825,16.42199,1462,301,2,497,592294858043975680,GALAXY,0.07375655,526,52312,260
1237651752945123501,199.55856427038,1.72674149219342,19.23483,18.27752,18.00814,17.73045,17.79622,1462,301,2,495,592286886584674304,GALAXY,0.06932292,526,52312,231
1237651752944992470,199.256252566353,1.77201113232327,19.59674,18.19493,17.71804,17.4839,17.22587,1462,301,2,493,592295957555603456,GALAXY,0.03622931,526,52312,264
1237651752944926824,199.075322235999,1.77785667941255,19.29577,18.0407,17.40566,17.028,16.74665,1462,301,2,492,592309151695136768,GALAXY,0.1082962,526,52312,312
1237651752944664845,198.543230961168,1.65953355271196,19.38078,17.97244,17.17521,16.76569,16.46072,1462,301,2,488,591123053241460736,GALAXY,0.1501224,525,52295,93
1237651752944599225,198.319787879177,1.59964107107539,19.07044,18.10373,17.8184,17.55227,17.47413,1462,301,2,487,591123328119367680,GALAXY,0.09828539,525,52295,94
1237651752944468112,198.016009992392,1.64556542809982,16.90902,15.53707,14.91802,14.59094,14.36928,1462,301,2,485,591132124212389888,GALAXY,0.0290172,525,52295,126
1237651752945909994,201.266365110887,1.72652896517142,18.48462,17.27909,16.77199,16.459,16.27955,1462,301,2,507,592234110026541056,GALAXY,0.07789829,526,52312,39
1237651752946696610,203.09544281803,1.58255382338084,18.21101,18.83636,16.97082,16.37624,15.78275,1462,301,2,519,4554304799919546368,GALAXY,0.4075865,4045,55622,144
1237651752946499771,202.696056399841,1.70872171923314,17.83229,17.12985,17.12778,16.89579,16.88378,1462,301,2,516,593377602622744576,GALAXY,0.05881042,527,52342,103
1237651752946434269,202.565568971368,1.70499664246521,18.41587,17.38671,16.96012,16.65283,16.46313,1462,301,2,515,593390521884370944,GALAXY,0.05666903,527,52342,150
1237651752946368777,202.397729429251,1.63973016813551,19.57142,18.21135,17.55744,17.16036,16.85365,1462,301,2,514,593393820419254272,GALAXY,0.1079096,527,52342,162
1237651752946237515,201.995925892907,1.74534790209214,19.1887,19.1157,19.14523,19.01137,18.97337,1462,301,2,512,593413336750647296,QSO,1.968699,527,52342,233
1237649918968332324,21.1002196784938,13.6840723153071,18.45485,17.52891,17.22195,17.09779,17.07846,1035,301,2,102,5255974647740997632,STAR,0.0001200192,4668,56211,996
1237649918968332400,21.0999607960207,13.7237279675822,19.49889,19.19319,18.75828,18.56978,18.29636,1035,301,2,102,477408255417542656,QSO,0.2555044,424,51893,97
1237649918968397894,21.3137037737285,13.789748733017,17.3096,16.17659,16.04197,16.03076,16.06882,1035,301,2,103,477398084934985728,STAR,-0.0001899458,424,51893,60
1237649918968660092,21.8042349761049,13.6023668693289,19.32904,17.20216,16.65694,16.44001,16.56159,1035,301,2,107,477383791283824640,GALAXY,0.01503815,424,51893,8
1237649918968660078,21.9252270902795,13.5491208382604,17.74766,16.46928,15.89778,15.53884,15.31654,1035,301,2,107,478585557576869888,GALAXY,0.0734743,425,51898,284
1237649918968529038,21.6236405812495,13.7517834232252,19.53547,19.4925,19.78315,20.09595,20.31205,1035,301,2,105,478580884652451840,STAR,0.0001331074,425,51898,267
1237649918968528903,21.5211881228199,13.7226689782013,18.04718,17.009,16.88505,16.85398,16.887,1035,301,2,105,478588306355939328,STAR,-0.001009761,425,51898,294
1237649918968528900,21.5060154005639,13.5898865505422,16.90347,15.72646,15.26839,15.07507,15.00032,1035,301,2,105,477396435667544064,STAR,-0.0001242719,424,51893,54
1237649918970757195,26.8038421984777,13.1301949331955,18.68969,17.57483,17.04337,16.78571,16.65737,1035,301,2,139,2136985290793838592,STAR,8.831357E-05,1898,53260,99
1237649918970757175,26.7560342390542,13.2096673473146,18.41662,16.82581,16.23936,16.04268,15.98866,1035,301,2,139,2136981442503141376,STAR,-2.703953E-06,1898,53260,85
1237649918970691668,26.5986254163521,13.1864010626022,19.41636,19.153,18.89228,18.89032,18.99654,1035,301,2,138,483060843471202304,QSO,1.199703,429,51820,181
1237649918970691662,26.5924883024533,13.207005160397,19.1828,18.20987,17.88892,17.77344,17.7487,1035,301,2,138,483065791273527296,STAR,-3.234648E-05,429,51820,199
1237649918970691628,26.6557346282802,13.3235433621267,18.76235,16.56717,15.66111,15.34477,15.1891,1035,301,2,138,2136994911520581632,STAR,-6.125336E-05,1898,53260,134
1237649918970626193,26.5328292606604,13.2374282358816,19.51644,18.15129,17.57819,17.33301,17.23414,1035,301,2,137,2136995736154302464,STAR,-0.0002453565,1898,53260,137
1237649918970560553,26.2713702519136,13.1870206412944,17.96101,16.39971,15.8098,15.60652,15.52136,1035,301,2,136,2137015527363602432,STAR,0.0001655513,1898,53260,209
1237649918970495118,26.1134651084483,13.212929940767,19.27098,18.30609,17.93058,17.77021,17.74712,1035,301,2,135,2137017176631044096,STAR,5.572351E-06,1898,53260,215
1237649918970495102,26.1108700023667,13.3343924690159,19.50204,17.51592,16.36931,15.87477,15.47522,1035,301,2,135,483085032727013376,GALAXY,0.1232876,429,51820,269
1237649918970495069,26.2342025918887,13.1985691812535,18.4447,16.98328,16.45072,16.24781,16.1823,1035,301,2,135,2137013878096160768,STAR,-0.0001685457,1898,53260,203
1237649918970495061,26.2206714637814,13.1868822318209,18.13026,17.08511,16.69333,16.52303,16.4763,1035,301,2,135,2138143626327255040,STAR,-0.0005657703,1899,53262,217
1237649918970495011,26.0846205670189,13.2201271915632,18.64408,17.1326,16.59858,16.39477,16.34912,1035,301,2,135,2137027347113601024,STAR,-0.0003339997,1898,53260,252
1237649918970429616,26.0818322122465,13.2782852677213,19.09052,17.39353,16.54321,16.07419,15.70515,1035,301,2,134,483085307604920320,GALAXY,0.06445345,429,51820,270
1237649918970429592,26.0004089352259,13.2088135973203,19.49992,19.07911,18.6233,18.3678,17.90728,1035,301,2,134,483084482971199488,QSO,0.2891846,429,51820,267
1237649918970429583,26.0040622963715,13.3938602260296,19.19331,18.23106,17.92547,17.77511,17.7285,1035,301,2,134,2137021299799648256,STAR,-0.0006560198,1898,53260,230
1237649918970429509,26.041531739413,13.3491940175693,19.23291,16.6544,15.61105,15.24492,15.06397,1035,301,2,134,2137022949067089920,STAR,-1.845084E-05,1898,53260,236
1237649918970429475,25.9962027787816,13.4102172560524,17.96266,15.9061,15.16414,14.92183,14.80375,1035,301,2,134,2137020475165927424,STAR,-9.370824E-05,1898,53260,227
1237649918970429456,25.9354154011713,13.21697876159,18.48518,16.45834,15.69516,15.39764,15.25103,1035,301,2,134,2137026522479880192,STAR,-5.174914E-06,1898,53260,249
1237649918970364084,25.9152461812664,13.3628988818718,19.58504,19.55302,19.32898,19.30667,19.29126,1035,301,2,133,479636690424588288,QSO,1.234904,426,51882,12
1237649918970364042,25.7930587708208,13.335866400455,19.45458,18.10555,17.40306,16.93542,16.65759,1035,301,2,133,483097402232825856,GALAXY,0.07697883,429,51820,314
1237649918970364040,25.7822776849204,13.296953199948,19.22461,17.64948,17.09655,16.91681,16.85408,1035,301,2,133,2137027896869414912,STAR,-1.340521E-05,1898,53260,254
1237649918970364038,25.7875957304769,13.3710144705238,19.58213,17.86978,16.95735,16.52532,16.16581,1035,301,2,133,479638339692029952,GALAXY,0.0735845,426,51882,18
1237649918970364026,25.9337344863482,13.2996342437766,17.99897,16.36808,15.64715,15.35828,15.21937,1035,301,2,133,2137028996381042688,STAR,-6.333928E-05,1898,53260,258
1237649918970298528,25.7591838166441,13.2949825446936,19.3537,17.92174,17.34625,17.14063,17.06592,1035,301,2,132,2137028721503135744,STAR,-0.0002290782,1898,53260,257
1237649918970298478,25.6401486512019,13.3284169298809,18.38852,17.36157,16.97728,16.66806,16.57886,1035,301,2,132,483095752965384192,GALAXY,0.06233191,429,51820,308
1237649918970298446,25.7654949108731,13.2322703660401,16.99632,15.5413,14.9466,14.72707,14.63654,1035,301,2,132,2137028171747321856,STAR,-0.0001022791,1898,53260,255
1237649918970298422,25.7319875787455,13.4219868994702,16.66727,15.12518,14.55113,14.35265,14.27656,1035,301,2,132,2137029821014763520,STAR,-0.0001810789,1898,53260,261
1237649918970298391,25.6890513099738,13.262886635512,17.63629,17.68829,17.99633,18.1863,18.47392,1035,301,2,132,483096577599105024,STAR,-0.0001342832,429,51820,311
1237649918970298385,25.6770797727507,13.3675200337723,18.08275,16.42907,15.82637,15.62564,15.55076,1035,301,2,132,2137044389543831552,STAR,-0.0002902298,1898,53260,314
1237649918970232963,25.6211823648547,13.2965660151463,19.09614,17.40946,16.67317,16.40389,16.28763,1035,301,2,131,2137036143206623232,STAR,-0.000331249,1898,53260,284
1237649918970232929,25.5306483535744,13.2935450005411,17.61653,16.54212,16.28996,16.19918,16.21046,1035,301,2,131,483098776622360576,GALAXY,0.002659677,429,51820,319
1237649918970232926,25.5349491572072,13.4105974531528,18.74253,17.60262,17.0556,16.77388,16.54268,1035,301,2,131,483098501744453632,GALAXY,0.0269882,429,51820,318
1237649918970232884,25.5648458570279,13.2991820805572,18.51425,17.06662,16.45816,16.27022,16.19221,1035,301,2,131,2137039991497320448,STAR,-0.0001677923,1898,53260,298
1237649918970232865,25.5530383906193,13.4497568850578,16.98275,15.8149,15.38964,15.25233,15.22088,1035,301,2,131,2138158194856323072,STAR,0.0001068117,1899,53262,270
1237649918970232842,25.4876689495379,13.404810612742,16.55687,15.07441,14.45136,14.21812,14.10915,1035,301,2,131,2137041640764762112,STAR,0.0001491108,1898,53260,304
1237649918970167518,25.4498414150467,13.3638302003696,19.58828,18.19678,17.45096,16.99288,16.72799,1035,301,2,130,479649059930400768,GALAXY,0.1002745,426,51882,57
1237649918970167476,25.3687438237371,13.4061492226632,19.28757,18.08588,17.44984,17.03975,16.90682,1035,301,2,130,483098226866546688,GALAXY,0.100708,429,51820,317
1237649918970167410,25.3962402866738,13.3473152736773,17.39926,15.90904,15.31429,15.09828,14.98883,1035,301,2,130,2137037792474064896,STAR,-0.0001857148,1898,53260,290
1237649918970167354,25.4106651261349,13.4170499475511,16.38294,15.03653,14.55807,14.39245,14.34412,1035,301,2,130,2138156820466788352,STAR,-0.0002002375,1899,53262,265
1237649918970167340,25.3671633507061,13.3404003899524,18.40134,17.35246,17.0206,16.90187,16.85266,1035,301,2,130,2137038891985692672,STAR,-0.0004988079,1898,53260,294
1237649918970167314,25.3439854973107,13.4187067330228,19.54808,18.37664,17.79705,17.41865,17.21045,1035,301,2,130,483097127354918912,GALAXY,0.1266564,429,51820,313
1237649918970102065,25.2725125158998,13.4103444959707,19.00061,18.01411,17.67128,17.48635,17.37842,1035,301,2,129,479662254069934080,GALAXY,0.03929089,426,51882,105
1237651191890968816,122.068828907432,45.3483347420215,18.42275,17.35173,16.90167,16.6685,16.48694,1331,301,5,128,494397084187781120,GALAXY,0.03603132,439,51877,462
1237651191890968752,122.065474660222,45.284971587839,18.55519,17.02447,16.64123,16.39651,16.27849,1331,301,5,128,494402031990106112,GALAXY,0.03978983,439,51877,480
1237651191890968742,122.103588840761,45.2611386336732,19.34996,17.8716,17.03041,16.62623,16.33043,1331,301,5,128,494397359065688064,GALAXY,0.1283396,439,51877,463
1237651191890968603,122.11761128244,45.2737395516201,19.17873,18.21497,17.84052,17.68479,17.61067,1331,301,5,128,8250717775305089024,STAR,0.0005819093,7328,56715,448
1237651191890903386,122.032433731586,45.2178111963521,19.36969,19.13092,19.05526,18.84841,18.80603,1331,301,5,127,494398458577315840,QSO,1.784018,439,51877,467
1237651191890903290,121.922367414172,45.1548402707253,18.80633,17.01432,16.19743,15.78646,15.47389,1331,301,5,127,494399558088943616,GALAXY,0.05570554,439,51877,471
1237651191890903221,122.037570755439,45.2072567268304,18.67366,18.37307,18.27307,18.28065,18.15443,1331,301,5,127,7196887000930033664,QSO,2.172146,6392,56331,490
1237651191890903203,122.044614882526,45.163682004394,19.26652,17.88675,17.36914,17.1694,17.16873,1331,301,5,127,8308052633735634944,STAR,-1.808431E-05,7379,56713,135
1237651191890837794,121.87178744292,45.038252214005,19.55698,18.11703,17.51641,17.25168,17.11109,1331,301,5,126,8308059780561215488,STAR,-5.684504E-05,7379,56713,161
1237651191890837607,121.896435598356,45.0827725048214,19.48469,18.04094,17.15185,16.64334,16.3044,1331,301,5,126,494400382722664448,GALAXY,0.1384743,439,51877,474
1237651191891034178,122.342703033949,45.3812341406876,18.6629,17.64649,17.28747,17.13776,17.07196,1331,301,5,129,494403956135454720,STAR,-0.0005940095,439,51877,487
1237651191890641111,121.583829888884,44.626626848974,19.10896,17.8394,17.20077,16.78893,16.55212,1331,301,5,123,494336061292439552,GALAXY,0.08122922,439,51877,240
1237651191890641075,121.521778336547,44.6201810138318,19.57962,18.12654,17.60984,17.57583,17.48696,1331,301,5,123,494332487879649280,GALAXY,0.02271361,439,51877,227
1237651191890575399,121.366568615605,44.5057931429767,19.03939,18.8878,18.80436,18.64247,18.6266,1331,301,5,122,9319317464306130944,QSO,1.058235,8277,57073,887
1237651191890444368,121.179301269661,44.3502819879956,19.23716,17.98962,17.91522,17.33174,17.20048,1331,301,5,120,5095887393065508864,STAR,-0.0001134465,4526,55559,234
1237651191890313581,120.866333739775,44.1076761371718,18.87089,17.68524,17.17654,16.8185,16.61864,1331,301,5,118,494352004211042304,GALAXY,0.09699203,439,51877,298
1237651191890051215,120.524593630838,43.5411905196103,18.1268,16.81592,16.60292,16.53331,16.48909,1331,301,5,114,4146908796344573952,STAR,-0.0001355219,3683,55178,798
1237651191891165383,122.495531449507,45.7172140710689,19.38124,19.1367,18.67593,18.38169,17.82522,1331,301,5,131,7196884252150964224,QSO,0.3659445,6392,56331,480
1237651191891034145,122.201657242915,45.4275343046329,19.16226,18.20553,17.87823,17.77975,17.74221,1331,301,5,129,7194502158749769728,STAR,0.0006145959,6390,56244,6
1237651191891034200,122.204469457884,45.485389247963,18.56819,18.54615,18.28123,18.04445,17.89418,1331,301,5,129,494403681257547776,QSO,0.2455124,439,51877,486
1237651191891099660,122.251220328188,45.5277208218849,19.59269,18.09474,17.3603,16.99384,16.66999,1331,301,5,130,494405880280803328,GALAXY,0.1448833,439,51877,494
1237651191891099830,122.480952048989,45.5516910822185,18.08845,17.08281,16.76942,16.6366,16.59518,1331,301,5,130,8308045761787961344,STAR,-0.0001770663,7379,56713,110
1237651191891099877,122.348859430863,45.4892849594942,17.14644,15.3607,14.50798,14.06219,13.69904,1331,301,5,130,494402856623826944,GALAXY,0.04709683,439,51877,483
1237651191891099961,122.514842442055,45.4831277328655,19.59841,18.9059,18.77595,18.6661,18.61536,1331,301,5,130,4155886310395977728,QSO,2.744596,3691,55274,690
1237651191890510226,121.285770649238,44.5191348800564,19.44061,17.73687,16.79879,16.36593,16.0216,1331,301,5,121,494343757873833984,GALAXY,0.1083391,439,51877,268
1237651191890510215,121.241914585182,44.5256699233714,19.04032,17.68027,17.07156,16.69844,16.41017,1331,301,5,121,494347056408717312,GALAXY,0.03987807,439,51877,280
1237651191890510098,121.374185043943,44.3555766270737,19.22465,17.79933,17.1966,16.84462,16.60554,1331,301,5,121,494330838612207616,GALAXY,0.04112339,439,51877,221
1237651191890509892,121.320685844904,44.4006346694779,17.76824,15.69065,14.7745,14.31417,13.9533,1331,301,5,121,494344032751740928,GALAXY,0.04036472,439,51877,269
1237651191890247886,120.799683016451,43.8934860900944,18.77554,17.99589,17.6983,17.3434,17.26952,1331,301,5,117,492161502153828352,GALAXY,0.09296238,437,51876,521
1237651191890182459,120.730280507708,43.8341506231038,19.25019,18.04803,17.53235,17.17514,17.00077,1331,301,5,116,492162876543363072,GALAXY,0.06728558,437,51876,526
1237651191891230730,122.692604063493,45.6734864995342,19.1657,18.11147,17.91498,17.87116,17.86895,1331,301,5,132,494417974908708864,STAR,-0.000189251,439,51877,538
1237651191891230942,122.804498545813,45.7847168993111,19.21144,18.26044,17.94027,17.79518,17.77337,1331,301,5,132,8250702931898114048,STAR,-0.0003704787,7328,56715,394
1237651191891231006,122.665803954221,45.6754439468561,19.13182,17.91826,17.46913,17.18029,17.02108,1331,301,5,132,494391861507549184,GALAXY,0.06064382,439,51877,443
1237651191889985836,120.199247175066,43.4783517693159,19.40213,18.50578,18.17822,18.04821,17.99125,1331,301,5,113,7179945999170772992,STAR,0.0004924659,6377,56243,299
1237651191889985834,120.289607624301,43.4155018826584,19.26608,18.3468,18.08769,17.97026,17.9542,1331,301,5,113,4146887905623646208,STAR,-0.0001499539,3683,55178,722
1237651191889985714,120.281186036656,43.5065215816932,18.49354,16.36974,15.29719,14.74521,14.35927,1331,301,5,113,492132090217785344,GALAXY,0.07535939,437,51876,414
1237651191889920130,120.325086086386,43.2893402958394,19.04814,17.9153,17.70137,17.61632,17.61931,1331,301,5,112,492145834113132544,STAR,-0.000215355,437,51876,464
1237651191891034384,122.357984625624,45.4591328190824,18.77355,17.42077,16.96505,16.65619,16.52578,1331,301,5,129,494404780769175552,GALAXY,0.04738528,439,51877,490
1237651191891099989,122.57671656944,45.5320119539924,19.32673,17.44238,16.67663,16.31033,16.01854,1331,301,5,130,494408079304058880,GALAXY,0.05445978,439,51877,502
1237651191890706745,121.567809799093,44.8150478351329,19.39919,18.27121,18.37183,18.49312,18.68472,1331,301,5,124,494334961780811776,STAR,-1.450886E-05,439,51877,236
1237651191890509846,121.257517908525,44.3777706214272,16.7666,15.55433,15.6025,15.65358,15.71851,1331,301,5,121,494344307629647872,STAR,-7.9545E-05,439,51877,270
